ID,Modello,Difficolt√†,Numero tessere,Dimensione scacchiera,Tempo esecuzione (s),Totale tessere,Tessere inserite,Tessere non inserite,solver,batch,Modello_Solver
6,domino_orientamento,medium,9,10,0.3251628875732422,9,9,0,Gecode,7,domino_orientamento_Gecode
6,domino_posizione,medium,9,10,300.11407232284546,9,5,4,Gecode,7,domino_posizione_Gecode
6,domino_base,medium,9,10,300.1183533668518,9,8,1,Gecode,7,domino_base_Gecode
6,domino_inserite,medium,9,10,8.436270475387573,9,9,0,Gecode,7,domino_inserite_Gecode
7,domino_orientamento,medium,10,7,84.22072744369507,10,10,0,Gecode,7,domino_orientamento_Gecode
7,domino_posizione,medium,10,7,300.13247084617615,10,4,6,Gecode,7,domino_posizione_Gecode
7,domino_base,medium,10,7,81.69536995887756,10,10,0,Gecode,7,domino_base_Gecode
7,domino_inserite,medium,10,7,100.32401418685912,10,10,0,Gecode,7,domino_inserite_Gecode
8,domino_orientamento,medium,6,9,0.1504476070404052,6,6,0,Gecode,7,domino_orientamento_Gecode
8,domino_posizione,medium,6,9,1.2242727279663086,6,6,0,Gecode,7,domino_posizione_Gecode
8,domino_base,medium,6,9,0.1659553050994873,6,6,0,Gecode,7,domino_base_Gecode
8,domino_inserite,medium,6,9,0.1624267101287841,6,6,0,Gecode,7,domino_inserite_Gecode
9,domino_orientamento,hard,13,11,100.71750998497008,13,13,0,Gecode,7,domino_orientamento_Gecode
9,domino_posizione,hard,13,11,300.2081985473633,13,6,7,Gecode,7,domino_posizione_Gecode
9,domino_base,hard,13,11,300.2069568634033,13,10,3,Gecode,7,domino_base_Gecode
9,domino_inserite,hard,13,11,300.19864773750305,13,8,5,Gecode,7,domino_inserite_Gecode
10,domino_orientamento,hard,15,14,65.90685105323792,15,15,0,Gecode,7,domino_orientamento_Gecode
10,domino_posizione,hard,15,14,300.2723877429962,15,7,8,Gecode,7,domino_posizione_Gecode
10,domino_base,hard,15,14,300.26991391181946,15,7,8,Gecode,7,domino_base_Gecode
10,domino_inserite,hard,15,14,300.26773858070374,15,12,3,Gecode,7,domino_inserite_Gecode
1,domino_base,easy,6,3,0.1590139865875244,6,2,4,chuffed,7,domino_base_chuffed
2,domino_base,easy,3,4,0.0957639217376709,3,2,1,chuffed,7,domino_base_chuffed
3,domino_base,easy,6,4,0.2153286933898925,6,4,2,chuffed,7,domino_base_chuffed
4,domino_base,easy,3,4,0.0955367088317871,3,2,1,chuffed,7,domino_base_chuffed
5,domino_base,medium,8,9,0.2630281448364258,8,8,0,chuffed,7,domino_base_chuffed
6,domino_base,medium,9,10,0.3483815193176269,9,9,0,chuffed,7,domino_base_chuffed
7,domino_base,medium,10,7,38.22983384132385,10,10,0,chuffed,7,domino_base_chuffed
8,domino_base,medium,6,9,0.169074535369873,6,6,0,chuffed,7,domino_base_chuffed
9,domino_base,hard,13,11,1.1016552448272705,13,13,0,chuffed,7,domino_base_chuffed
10,domino_base,hard,15,14,1.3504493236541748,15,15,0,chuffed,7,domino_base_chuffed
1,domino_orientamento,easy,3,5,0.1007170677185058,3,3,0,Gecode,8,domino_orientamento_Gecode
1,domino_posizione,easy,3,5,0.1026062965393066,3,3,0,Gecode,8,domino_posizione_Gecode
1,domino_base,easy,3,5,0.1019051074981689,3,3,0,Gecode,8,domino_base_Gecode
1,domino_inserite,easy,3,5,0.0998189449310302,3,3,0,Gecode,8,domino_inserite_Gecode
2,domino_orientamento,easy,4,3,0.135150671005249,4,2,2,Gecode,8,domino_orientamento_Gecode
2,domino_posizione,easy,4,3,0.1472723484039306,4,2,2,Gecode,8,domino_posizione_Gecode
2,domino_base,easy,4,3,0.134096622467041,4,2,2,Gecode,8,domino_base_Gecode
2,domino_inserite,easy,4,3,0.1261472702026367,4,2,2,Gecode,8,domino_inserite_Gecode
3,domino_orientamento,easy,2,3,0.0877399444580078,2,2,0,Gecode,8,domino_orientamento_Gecode
3,domino_posizione,easy,2,3,0.0896317958831787,2,2,0,Gecode,8,domino_posizione_Gecode
3,domino_base,easy,2,3,0.0891296863555908,2,2,0,Gecode,8,domino_base_Gecode
3,domino_inserite,easy,2,3,0.0863785743713378,2,2,0,Gecode,8,domino_inserite_Gecode
4,domino_orientamento,easy,2,4,0.0857994556427002,2,2,0,Gecode,8,domino_orientamento_Gecode
4,domino_posizione,easy,2,4,0.0887207984924316,2,2,0,Gecode,8,domino_posizione_Gecode
4,domino_base,easy,2,4,0.0890111923217773,2,2,0,Gecode,8,domino_base_Gecode
4,domino_inserite,easy,2,4,0.0876259803771972,2,2,0,Gecode,8,domino_inserite_Gecode
5,domino_orientamento,medium,7,6,0.3572039604187011,7,7,0,Gecode,8,domino_orientamento_Gecode
5,domino_posizione,medium,7,6,166.83120679855347,7,7,0,Gecode,8,domino_posizione_Gecode
5,domino_base,medium,7,6,0.2540273666381836,7,7,0,Gecode,8,domino_base_Gecode
5,domino_inserite,medium,7,6,0.2184650897979736,7,7,0,Gecode,8,domino_inserite_Gecode
6,domino_orientamento,medium,10,7,4.7377119064331055,10,10,0,Gecode,8,domino_orientamento_Gecode
6,domino_posizione,medium,10,7,300.1268575191498,10,4,6,Gecode,8,domino_posizione_Gecode
6,domino_base,medium,10,7,9.41722846031189,10,10,0,Gecode,8,domino_base_Gecode
6,domino_inserite,medium,10,7,36.46643352508545,10,10,0,Gecode,8,domino_inserite_Gecode
7,domino_orientamento,medium,6,10,0.1658039093017578,6,6,0,Gecode,8,domino_orientamento_Gecode
7,domino_posizione,medium,6,10,0.1781325340270996,6,6,0,Gecode,8,domino_posizione_Gecode
7,domino_base,medium,6,10,0.1563053131103515,6,6,0,Gecode,8,domino_base_Gecode
7,domino_inserite,medium,6,10,0.1589212417602539,6,6,0,Gecode,8,domino_inserite_Gecode
8,domino_orientamento,medium,10,6,300.1342751979828,10,7,3,Gecode,8,domino_orientamento_Gecode
8,domino_posizione,medium,10,6,300.1298770904541,10,3,7,Gecode,8,domino_posizione_Gecode
8,domino_base,medium,10,6,300.1304762363434,10,7,3,Gecode,8,domino_base_Gecode
8,domino_inserite,medium,10,6,300.1374425888061,10,7,3,Gecode,8,domino_inserite_Gecode
9,domino_orientamento,hard,15,12,187.77880239486691,15,15,0,Gecode,8,domino_orientamento_Gecode
9,domino_posizione,hard,15,12,300.2374188899994,15,6,9,Gecode,8,domino_posizione_Gecode
9,domino_base,hard,15,12,300.2432153224945,15,8,7,Gecode,8,domino_base_Gecode
9,domino_inserite,hard,15,12,300.2433333396912,15,10,5,Gecode,8,domino_inserite_Gecode
10,domino_orientamento,hard,20,19,300.3753135204315,20,18,2,Gecode,8,domino_orientamento_Gecode
10,domino_posizione,hard,20,19,300.3750319480896,20,10,10,Gecode,8,domino_posizione_Gecode
10,domino_base,hard,20,19,300.3799295425415,20,16,4,Gecode,8,domino_base_Gecode
10,domino_inserite,hard,20,19,300.3880081176758,20,11,9,Gecode,8,domino_inserite_Gecode
1,domino_base,easy,3,5,0.1130716800689697,3,3,0,chuffed,8,domino_base_chuffed
2,domino_base,easy,4,3,0.119443655014038,4,2,2,chuffed,8,domino_base_chuffed
3,domino_base,easy,2,3,0.0873365402221679,2,2,0,chuffed,8,domino_base_chuffed
4,domino_base,easy,2,4,0.0847609043121337,2,2,0,chuffed,8,domino_base_chuffed
5,domino_base,medium,7,6,0.244424819946289,7,7,0,chuffed,8,domino_base_chuffed
6,domino_base,medium,10,7,5.658015251159668,10,10,0,chuffed,8,domino_base_chuffed
7,domino_base,medium,6,10,0.1739425659179687,6,6,0,chuffed,8,domino_base_chuffed
8,domino_base,medium,10,6,64.352041721344,10,7,3,chuffed,8,domino_base_chuffed
9,domino_base,hard,15,12,0.9775669574737548,15,15,0,chuffed,8,domino_base_chuffed
10,domino_base,hard,20,19,21.96587300300598,20,20,0,chuffed,8,domino_base_chuffed
1,domino_orientamento,easy,4,5,0.1067414283752441,4,4,0,Gecode,9,domino_orientamento_Gecode
1,domino_posizione,easy,4,5,0.1185429096221923,4,4,0,Gecode,9,domino_posizione_Gecode
1,domino_base,easy,4,5,0.108858585357666,4,4,0,Gecode,9,domino_base_Gecode
1,domino_inserite,easy,4,5,0.1077027320861816,4,4,0,Gecode,9,domino_inserite_Gecode
2,domino_orientamento,easy,4,3,0.1282970905303955,4,2,2,Gecode,9,domino_orientamento_Gecode
2,domino_posizione,easy,4,3,0.1326851844787597,4,2,2,Gecode,9,domino_posizione_Gecode
2,domino_base,easy,4,3,0.1229462623596191,4,2,2,Gecode,9,domino_base_Gecode
2,domino_inserite,easy,4,3,0.1162440776824951,4,2,2,Gecode,9,domino_inserite_Gecode
3,domino_orientamento,easy,6,4,68.40001177787781,6,3,3,Gecode,9,domino_orientamento_Gecode
3,domino_posizione,easy,6,4,127.20567965507507,6,3,3,Gecode,9,domino_posizione_Gecode
3,domino_base,easy,6,4,96.21660423278809,6,3,3,Gecode,9,domino_base_Gecode
3,domino_inserite,easy,6,4,6.447058439254761,6,3,3,Gecode,9,domino_inserite_Gecode
4,domino_orientamento,easy,3,2,0.0931196212768554,3,0,3,Gecode,9,domino_orientamento_Gecode
4,domino_posizione,easy,3,2,0.0984747409820556,3,0,3,Gecode,9,domino_posizione_Gecode
4,domino_base,easy,3,2,0.0908620357513427,3,0,3,Gecode,9,domino_base_Gecode
4,domino_inserite,easy,3,2,0.0897927284240722,3,0,3,Gecode,9,domino_inserite_Gecode
5,domino_orientamento,medium,9,10,0.2951979637145996,9,9,0,Gecode,9,domino_orientamento_Gecode
5,domino_posizione,medium,9,10,300.11404943466187,9,5,4,Gecode,9,domino_posizione_Gecode
5,domino_base,medium,9,10,14.862065076828005,9,9,0,Gecode,9,domino_base_Gecode
5,domino_inserite,medium,9,10,25.791240215301517,9,9,0,Gecode,9,domino_inserite_Gecode
6,domino_orientamento,medium,9,8,0.2907116413116455,9,9,0,Gecode,9,domino_orientamento_Gecode
6,domino_posizione,medium,9,8,300.1099503040314,9,4,5,Gecode,9,domino_posizione_Gecode
6,domino_base,medium,9,8,24.00188088417053,9,9,0,Gecode,9,domino_base_Gecode
6,domino_inserite,medium,9,8,0.5407204627990723,9,9,0,Gecode,9,domino_inserite_Gecode
7,domino_orientamento,medium,9,6,300.11064529418945,9,7,2,Gecode,9,domino_orientamento_Gecode
7,domino_posizione,medium,9,6,300.1113324165344,9,3,6,Gecode,9,domino_posizione_Gecode
7,domino_base,medium,9,6,300.1139578819275,9,7,2,Gecode,9,domino_base_Gecode
7,domino_inserite,medium,9,6,300.1113879680633,9,7,2,Gecode,9,domino_inserite_Gecode
8,domino_orientamento,medium,10,8,0.8334133625030518,10,10,0,Gecode,9,domino_orientamento_Gecode
8,domino_posizione,medium,10,8,300.1396899223328,10,4,6,Gecode,9,domino_posizione_Gecode
8,domino_base,medium,10,8,12.047194242477415,10,10,0,Gecode,9,domino_base_Gecode
8,domino_inserite,medium,10,8,260.9082896709442,10,10,0,Gecode,9,domino_inserite_Gecode
9,domino_orientamento,hard,11,12,0.5180017948150635,11,11,0,Gecode,9,domino_orientamento_Gecode
9,domino_posizione,hard,11,12,300.15205931663513,11,6,5,Gecode,9,domino_posizione_Gecode
9,domino_base,hard,11,12,3.3627047538757324,11,11,0,Gecode,9,domino_base_Gecode
9,domino_inserite,hard,11,12,4.6675169467926025,11,11,0,Gecode,9,domino_inserite_Gecode
10,domino_orientamento,hard,16,18,300.2741916179657,16,15,1,Gecode,9,domino_orientamento_Gecode
10,domino_posizione,hard,16,18,300.273817062378,16,9,7,Gecode,9,domino_posizione_Gecode
10,domino_base,hard,16,18,300.2814338207245,16,14,2,Gecode,9,domino_base_Gecode
10,domino_inserite,hard,16,18,300.2728409767151,16,11,5,Gecode,9,domino_inserite_Gecode
1,domino_base,easy,4,5,0.1084234714508056,4,4,0,chuffed,9,domino_base_chuffed
2,domino_base,easy,4,3,0.1171071529388427,4,2,2,chuffed,9,domino_base_chuffed
3,domino_base,easy,6,4,0.2892475128173828,6,3,3,chuffed,9,domino_base_chuffed
4,domino_base,easy,3,2,0.1023142337799072,3,0,3,chuffed,9,domino_base_chuffed
5,domino_base,medium,9,10,0.3625595569610595,9,9,0,chuffed,9,domino_base_chuffed
6,domino_base,medium,9,8,1.3731756210327148,9,9,0,chuffed,9,domino_base_chuffed
7,domino_base,medium,9,6,3.875508308410645,9,8,1,chuffed,9,domino_base_chuffed
8,domino_base,medium,10,8,1.8352165222167969,10,10,0,chuffed,9,domino_base_chuffed
9,domino_base,hard,11,12,0.5813701152801514,11,11,0,chuffed,9,domino_base_chuffed
10,domino_base,hard,16,18,4.283416509628296,16,16,0,chuffed,9,domino_base_chuffed
1,,easy,3,4,0.0319654941558837,3,3,0,,0,clingo
2,,easy,5,5,16.614160537719727,5,5,0,,0,clingo
3,,easy,5,4,0.1396114826202392,5,4,1,,0,clingo
4,,easy,4,2,0.0069069862365722,4,0,4,,0,clingo
5,,medium,9,9,300.0088617801666,9,8,1,,0,clingo
6,,medium,8,8,300.0074100494385,8,8,0,,0,clingo
7,,medium,6,6,300.0032377243042,6,6,0,,0,clingo
8,,medium,7,6,300.00479221343994,7,6,1,,0,clingo
9,,hard,16,14,300.1171886920929,16,5,11,,0,clingo
10,,hard,13,20,270.792799949646,13,0,13,,0,clingo
1,,easy,3,5,0.4077939987182617,3,3,0,,1,clingo
2,,easy,5,5,8.924511432647705,5,4,1,,1,clingo
3,,easy,3,5,0.3428249359130859,3,3,0,,1,clingo
4,,easy,3,2,0.0063962936401367,3,0,3,,1,clingo
5,,medium,10,7,300.0063934326172,10,7,3,,1,clingo
6,,medium,6,9,300.0067820549011,6,6,0,,1,clingo
7,,medium,10,7,300.01051115989685,10,7,3,,1,clingo
8,,medium,7,8,300.0030210018158,7,7,0,,1,clingo
9,,hard,10,15,300.06029629707336,10,6,4,,1,clingo
10,,hard,10,18,300.12480306625366,10,3,7,,1,clingo
1,,easy,5,2,0.0083742141723632,5,0,5,,2,clingo
2,,easy,3,4,0.0345549583435058,3,3,0,,2,clingo
3,,easy,3,4,0.0320746898651123,3,3,0,,2,clingo
4,,easy,4,2,0.0072329044342041,4,0,4,,2,clingo
5,,medium,9,10,300.00808930397034,9,6,3,,2,clingo
6,,medium,7,6,300.00333428382874,7,6,1,,2,clingo
7,,medium,6,9,300.0065140724182,6,6,0,,2,clingo
8,,medium,6,10,300.00741624832153,6,6,0,,2,clingo
9,,hard,19,12,300.08798480033875,19,5,14,,2,clingo
10,,hard,12,11,300.020444393158,12,5,7,,2,clingo
1,,easy,6,3,0.0252916812896728,6,2,4,,3,clingo
2,,easy,2,4,0.0169098377227783,2,2,0,,3,clingo
3,,easy,2,4,0.0178172588348388,2,2,0,,3,clingo
4,,easy,2,2,0.0055580139160156,2,0,2,,3,clingo
5,,medium,8,7,300.00825119018555,8,7,1,,3,clingo
6,,medium,8,8,300.0069122314453,8,8,0,,3,clingo
7,,medium,10,9,300.0105504989624,10,9,1,,3,clingo
8,,medium,6,6,300.0028467178345,6,6,0,,3,clingo
9,,hard,19,14,300.18399477005005,19,6,13,,3,clingo
10,,hard,15,15,300.13460326194763,15,4,11,,3,clingo
1,,easy,4,3,0.0140995979309082,4,2,2,,4,clingo
2,,easy,3,3,0.0105319023132324,3,2,1,,4,clingo
3,,easy,4,3,0.0128190517425537,4,2,2,,4,clingo
4,,easy,3,5,0.3121049404144287,3,3,0,,4,clingo
5,,medium,6,8,300.00267791748047,6,6,0,,4,clingo
6,,medium,10,9,300.0107238292694,10,10,0,,4,clingo
7,,medium,10,9,300.01086163520813,10,8,2,,4,clingo
8,,medium,10,6,300.00439405441284,10,6,4,,4,clingo
9,,hard,12,14,300.0552189350128,12,4,8,,4,clingo
10,,hard,20,15,300.24621629714966,20,3,17,,4,clingo
1,,easy,3,3,0.010507583618164,3,2,1,,5,clingo
2,,easy,3,2,0.0058770179748535,3,0,3,,5,clingo
3,,easy,2,2,0.0055000782012939,2,0,2,,5,clingo
4,,easy,2,3,0.0075387954711914,2,2,0,,5,clingo
5,,medium,10,6,300.00486755371094,10,6,4,,5,clingo
6,,medium,6,6,300.0042362213135,6,6,0,,5,clingo
7,,medium,9,10,300.0067970752716,9,8,1,,5,clingo
8,,medium,8,10,300.0032570362091,8,8,0,,5,clingo
9,,hard,20,20,300.215940952301,20,0,20,,5,clingo
10,,hard,11,16,300.09673285484314,11,5,6,,5,clingo
1,,easy,6,5,117.60222172737122,6,5,1,,6,clingo
2,,easy,2,4,0.0164473056793212,2,2,0,,6,clingo
3,,easy,6,2,0.0084264278411865,6,0,6,,6,clingo
4,,easy,4,4,0.0766298770904541,4,2,2,,6,clingo
5,,medium,10,10,300.0131299495697,10,3,7,,6,clingo
6,,medium,6,10,300.0033030509949,6,6,0,,6,clingo
7,,medium,10,9,300.0107727050781,10,9,1,,6,clingo
8,,medium,10,6,300.0046343803406,10,6,4,,6,clingo
9,,hard,19,11,300.0545325279236,19,11,8,,6,clingo
10,,hard,11,10,300.00860834121704,11,9,2,,6,clingo
1,,easy,6,3,0.0264546871185302,6,2,4,,7,clingo
2,,easy,3,4,0.0335693359375,3,2,1,,7,clingo
3,,easy,6,4,0.325352668762207,6,3,3,,7,clingo
4,,easy,3,4,0.0338134765625,3,2,1,,7,clingo
5,,medium,8,9,300.0034203529358,8,8,0,,7,clingo
6,,medium,9,10,300.0124478340149,9,8,1,,7,clingo
7,,medium,10,7,300.00600600242615,10,7,3,,7,clingo
8,,medium,6,9,300.0068097114563,6,6,0,,7,clingo
9,,hard,13,11,300.0220947265625,13,9,4,,7,clingo
10,,hard,15,14,300.0998673439026,15,3,12,,7,clingo
1,,easy,3,5,0.3279783725738525,3,3,0,,8,clingo
2,,easy,4,3,0.0135581493377685,4,2,2,,8,clingo
3,,easy,2,3,0.0076637268066406,2,2,0,,8,clingo
4,,easy,2,4,0.0191273689270019,2,2,0,,8,clingo
5,,medium,7,6,300.00306391716003,7,6,1,,8,clingo
6,,medium,10,7,300.006263256073,10,7,3,,8,clingo
7,,medium,6,10,300.009375333786,6,6,0,,8,clingo
8,,medium,10,6,300.0056128501892,10,6,4,,8,clingo
9,,hard,15,12,300.06280422210693,15,3,12,,8,clingo
10,,hard,20,19,300.16226530075073,20,0,20,,8,clingo
1,,easy,4,5,1.670015811920166,4,4,0,,9,clingo
2,,easy,4,3,0.0136072635650634,4,2,2,,9,clingo
3,,easy,6,4,0.3839383125305176,6,3,3,,9,clingo
4,,easy,3,2,0.0064327716827392,3,0,3,,9,clingo
5,,medium,9,10,300.00671434402466,9,7,2,,9,clingo
6,,medium,9,8,300.005987405777,9,8,1,,9,clingo
7,,medium,9,6,300.00358510017395,9,6,3,,9,clingo
8,,medium,10,8,300.0040216445923,10,9,1,,9,clingo
9,,hard,11,12,300.0277485847473,11,5,6,,9,clingo
10,,hard,16,18,300.3236031532288,16,0,16,,9,clingo
